source_mat_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,down_par,down_par_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method
EMOBON_Bergen_Wa_33,0.087,Seapoint Fluorescence sensor,10.74,SAIV SD204 CTD,10.76,SAIV SD204 CTD,27.6,SAIV SD204 CTD,27.63,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_34,0.087,Seapoint Fluorescence sensor,10.74,SAIV SD204 CTD,10.76,SAIV SD204 CTD,27.6,SAIV SD204 CTD,27.63,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_35,0.087,Seapoint Fluorescence sensor,10.74,SAIV SD204 CTD,10.76,SAIV SD204 CTD,27.6,SAIV SD204 CTD,27.63,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_36,0.087,Seapoint Fluorescence sensor,10.74,SAIV SD204 CTD,10.76,SAIV SD204 CTD,27.6,SAIV SD204 CTD,27.63,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_37,0.087,Seapoint Fluorescence sensor,10.74,SAIV SD204 CTD,10.76,SAIV SD204 CTD,27.6,SAIV SD204 CTD,27.63,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_38,0.087,Seapoint Fluorescence sensor,10.74,SAIV SD204 CTD,10.76,SAIV SD204 CTD,27.6,SAIV SD204 CTD,27.63,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_41,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_42,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_43,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_44,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_45,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_46,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_47,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_48,0.028,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.02,SAIV SD204 CTD,32.02,SAIV SD204 CTD,32.07,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_51,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_52,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_53,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_54,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_55,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_56,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_57,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_58,0.036,Seapoint Fluorescence sensor,6.88,SAIV SD204 CTD,7.1,SAIV SD204 CTD,32.35,SAIV SD204 CTD,32.32,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_61,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_62,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_63,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_64,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_65,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_66,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_67,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_68,1.26,Seapoint Fluorescence sensor,7.43,SAIV SD204 CTD,7.52,SAIV SD204 CTD,33.52,SAIV SD204 CTD,33.73,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_71,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_72,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_73,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_74,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_75,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_76,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_77,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_78,0.578,Seapoint Fluorescence sensor,15.82,SAIV SD204 CTD,15.75,SAIV SD204 CTD,32.07,SAIV SD204 CTD,32.14,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_81,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_82,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_83,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_84,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_85,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_86,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_87,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_88,1.805,Seapoint Fluorescence sensor,16.73,SAIV SD204 CTD,16.74,SAIV SD204 CTD,21.32,SAIV SD204 CTD,21.31,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_91,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_92,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_93,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_94,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_95,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_96,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_97,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_98,2.833,Seapoint Fluorescence sensor,10.61,SAIV SD204 CTD,10.69,SAIV SD204 CTD,28.14,SAIV SD204 CTD,28.28,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_101,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_102,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_103,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_104,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_105,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_106,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_107,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_108,0.316,Seapoint Fluorescence sensor,7.65,SAIV SD204 CTD,7.72,SAIV SD204 CTD,32.2,SAIV SD204 CTD,32.56,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_111,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_112,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_113,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_114,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_115,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_116,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_117,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_118,0.82,Seapoint Fluorescence sensor,5.25,SAIV SD204 CTD,5.31,SAIV SD204 CTD,31.07,SAIV SD204 CTD,31.21,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_121,1.387,Seapoint Fluorescence sensor,7.3,SAIV SD204 CTD,7.33,SAIV SD204 CTD,28.61,SAIV SD204 CTD,28.7,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
